timestamp,CF
2025-01-01 00:00:00,0.19155068366904177
2025-01-01 01:00:00,0.02328930806851039
2025-01-01 02:00:00,0.12454455852812828
2025-01-01 03:00:00,0.07143395892289575
2025-01-01 04:00:00,0.09112063695001785
2025-01-01 05:00:00,0.02268057614791993
2025-01-01 06:00:00,0.018123864795176504
2025-01-01 07:00:00,0.01870351323170054
2025-01-01 08:00:00,0.024956662434201495
2025-01-01 09:00:00,0.2911970070608534
2025-01-01 10:00:00,0.41217283235769725
2025-01-01 11:00:00,1.0
2025-01-01 12:00:00,1.0
2025-01-01 13:00:00,1.0
2025-01-01 14:00:00,1.0
2025-01-01 15:00:00,1.0
2025-01-01 16:00:00,1.0
2025-01-01 17:00:00,0.9982885181040743
2025-01-01 18:00:00,0.9321963127832129
2025-01-01 19:00:00,0.701064057301265
2025-01-01 20:00:00,0.4873285009834689
2025-01-01 21:00:00,1.0
2025-01-01 22:00:00,0.7758130110280921
2025-01-01 23:00:00,1.0
2025-01-02 00:00:00,1.0
2025-01-02 01:00:00,0.34893631601423997
2025-01-02 02:00:00,0.12052568181692874
2025-01-02 03:00:00,0.049381639558434075
2025-01-02 04:00:00,0.02386633206325368
2025-01-02 05:00:00,0.010414987870632086
2025-01-02 06:00:00,0.018252425888684372
2025-01-02 07:00:00,0.0015550946746672332
2025-01-02 08:00:00,0.0
2025-01-02 09:00:00,0.06374134997018462
2025-01-02 10:00:00,0.05295042506383842
2025-01-02 11:00:00,0.40757628441506
2025-01-02 12:00:00,0.47272429395225923
2025-01-02 13:00:00,1.0
2025-01-02 14:00:00,1.0
2025-01-02 15:00:00,0.4376805503817148
2025-01-02 16:00:00,0.3884248360673004
2025-01-02 17:00:00,0.10158239990455033
2025-01-02 18:00:00,0.010873170554860073
2025-01-02 19:00:00,0.13451382192375627
2025-01-02 20:00:00,0.21187710198275797
2025-01-02 21:00:00,0.3591325899020558
2025-01-02 22:00:00,0.20808549138765192
2025-01-02 23:00:00,0.468171653047495
2025-01-03 00:00:00,0.24395570045663448
2025-01-03 01:00:00,0.11838635668584656
2025-01-03 02:00:00,0.1479242039358929
2025-01-03 03:00:00,0.026995701983519804
2025-01-03 04:00:00,0.0
2025-01-03 05:00:00,0.0
2025-01-03 06:00:00,0.0931158687393043
2025-01-03 07:00:00,0.7034461122972948
2025-01-03 08:00:00,0.9875389094322644
2025-01-03 09:00:00,0.5494210880045661
2025-01-03 10:00:00,0.41666982814182224
2025-01-03 11:00:00,0.9668963472115916
2025-01-03 12:00:00,0.587119390373517
2025-01-03 13:00:00,1.0
2025-01-03 14:00:00,0.9028635570707828
2025-01-03 15:00:00,1.0
2025-01-03 16:00:00,1.0
2025-01-03 17:00:00,0.6583930877139307
2025-01-03 18:00:00,1.0
2025-01-03 19:00:00,1.0
2025-01-03 20:00:00,0.3940620046952134
2025-01-03 21:00:00,0.192049674431924
2025-01-03 22:00:00,0.45518889251946565
2025-01-03 23:00:00,0.4319609523125919
2025-01-04 00:00:00,0.27972164410319295
2025-01-04 01:00:00,0.5351095478319028
2025-01-04 02:00:00,0.3018245608840655
2025-01-04 03:00:00,0.31989903343657383
2025-01-04 04:00:00,0.19584115423783457
2025-01-04 05:00:00,0.06514748859924557
2025-01-04 06:00:00,0.3626133371822557
2025-01-04 07:00:00,0.5286156965709689
2025-01-04 08:00:00,0.34973274639300256
2025-01-04 09:00:00,0.3626222072002041
2025-01-04 10:00:00,0.037530567310691605
2025-01-04 11:00:00,0.053173029283399426
2025-01-04 12:00:00,0.0
2025-01-04 13:00:00,0.0
2025-01-04 14:00:00,0.0
2025-01-04 15:00:00,0.0
2025-01-04 16:00:00,0.0
2025-01-04 17:00:00,0.00850270211121256
2025-01-04 18:00:00,0.0
2025-01-04 19:00:00,0.0
2025-01-04 20:00:00,0.0
2025-01-04 21:00:00,0.0
2025-01-04 22:00:00,0.0
2025-01-04 23:00:00,0.0
2025-01-05 00:00:00,0.0
2025-01-05 01:00:00,0.0
2025-01-05 02:00:00,0.0
2025-01-05 03:00:00,0.0
2025-01-05 04:00:00,0.0
2025-01-05 05:00:00,0.0
2025-01-05 06:00:00,0.03119343568049252
2025-01-05 07:00:00,0.10697448099868047
2025-01-05 08:00:00,0.11371151067546649
2025-01-05 09:00:00,0.18736193797342135
2025-01-05 10:00:00,0.10165860357100587
2025-01-05 11:00:00,0.20294422450991687
2025-01-05 12:00:00,0.34482792423900843
2025-01-05 13:00:00,0.12455464854121275
2025-01-05 14:00:00,0.015586686844478547
2025-01-05 15:00:00,0.0
2025-01-05 16:00:00,0.0
2025-01-05 17:00:00,0.0
2025-01-05 18:00:00,0.07083097120034769
2025-01-05 19:00:00,0.0
2025-01-05 20:00:00,0.07469767243943062
2025-01-05 21:00:00,0.08978102757508215
2025-01-05 22:00:00,0.030059617460602508
2025-01-05 23:00:00,0.0
2025-01-06 00:00:00,0.0
2025-01-06 01:00:00,0.08638223337193675
2025-01-06 02:00:00,0.08113455281677255
2025-01-06 03:00:00,1.0
2025-01-06 04:00:00,0.6044064062613613
2025-01-06 05:00:00,1.0
2025-01-06 06:00:00,0.42405635721801554
2025-01-06 07:00:00,0.4028668088571226
2025-01-06 08:00:00,0.2158512537096074
2025-01-06 09:00:00,0.34477229137263593
2025-01-06 10:00:00,0.4913042798801452
2025-01-06 11:00:00,0.18685069118330816
2025-01-06 12:00:00,0.3655761850824112
2025-01-06 13:00:00,0.06463385210416388
2025-01-06 14:00:00,0.07217586482648784
2025-01-06 15:00:00,0.39487556663354556
2025-01-06 16:00:00,0.38417326447353434
2025-01-06 17:00:00,1.0
2025-01-06 18:00:00,0.921329178705512
2025-01-06 19:00:00,1.0
2025-01-06 20:00:00,0.5924863778125128
2025-01-06 21:00:00,1.0
2025-01-06 22:00:00,1.0
2025-01-06 23:00:00,1.0
2025-01-07 00:00:00,0.10373195671649071
2025-01-07 01:00:00,0.041299819878676265
2025-01-07 02:00:00,0.14727371895454502
2025-01-07 03:00:00,0.3743919562328239
2025-01-07 04:00:00,0.9697006695774145
2025-01-07 05:00:00,0.7597082989294459
2025-01-07 06:00:00,0.8905152902163497
2025-01-07 07:00:00,0.6812572832239768
2025-01-07 08:00:00,0.8146600979032708
2025-01-07 09:00:00,0.9723586077735036
2025-01-07 10:00:00,0.9706746644932552
2025-01-07 11:00:00,0.5088412593927923
2025-01-07 12:00:00,0.08115266787371479
2025-01-07 13:00:00,0.0
2025-01-07 14:00:00,0.0
2025-01-07 15:00:00,0.002868548962872899
2025-01-07 16:00:00,0.05310833197531876
2025-01-07 17:00:00,0.23121114398722017
2025-01-07 18:00:00,0.30949899155935146
2025-01-07 19:00:00,0.05884713957647953
2025-01-07 20:00:00,0.035529560477367036
2025-01-07 21:00:00,0.07523420189732855
2025-01-07 22:00:00,0.024161363608776108
2025-01-07 23:00:00,0.0014712465772656177
